"","test_base.user_id","test_base.days_active","test_base.greater_than"
"944","CX5OVA-PIGUZF-YXFEZ6",4,"1"
"945","4OZGK3-HBW5Q4-QTBSZD",3,"1"
"946","L6MGYW-3NJ4TW-U5OX3H",3,"0"
"947","98ITND-ZD6453-8MLUOZ",3,"1"
"948","BXIWSA-MXHA8S-PGLZ8U",3,"1"
"949","CGU50I-7PMHG2-F0HC94",3,"1"
"950","AFX87O-GDONMY-B5RNFE",5,"1"
"951","G3EQS0-IOSU9P-LQFD8J",3,"1"
"952","AU20KD-R7L59B-8T04ND",3,"0"
"953","WN3CFP-JI36WO-GK10P3",3,"1"
"954","PW4DFK-3TXYMG-2OT9IW",2,"1"
"955","UTEOVL-F2XYGK-VKOL57",4,"1"
"956","R180GD-YW09S1-C1MFIX",5,"1"
"957","BXUO89-O675QM-V7MION",3,"1"
"958","51P4IB-XL1DNV-2DCNLF",1,"0"
"959","NOVTBJ-15UKA9-09KRFG",3,"1"
"960","KNJIBV-35W80R-DCGNXI",3,"1"
"961","S1WVTU-QYILUT-DCRG97",2,"0"
"962","9F46OK-CRFNWK-5EYWAL",3,"1"
"963","ZSILY7-BWV7IK-CH5WKE",2,"1"
"964","3VWOE7-IGS8JB-3EBFWC",3,"1"
"965","ZG7ES5-4N6E5R-KCM7Y1",3,"1"
"966","FROUCA-4H0Y7E-VT3Y6L",3,"1"
"967","7Y4BQR-ZB5NPS-HE97KT",2,"0"
"968","O9FYQH-JKMZ2W-FRCX83",2,"0"
"969","UL2KJQ-DPUM8Y-SX9I47",3,"0"
"970","LWGKB0-6I43J7-G2EDNC",3,"1"
"971","18IULM-4K8FDW-R5V0IS",3,"1"
"972","9K1M5E-TEN81H-1BGQXL",5,"1"
"973","2CU03B-ROUG15-MX21FS",3,"1"
"974","54HPCJ-GYD0A2-A8JWRO",3,"1"
"975","E83WF7-ZFLC0A-SF8NTE",2,"0"
"976","JCYTI5-YQ5K2P-01L3YV",5,"1"
"977","OPJLWI-K8O6WA-G924VT",2,"1"
"978","2ZV19L-HJ16D5-KV0P1N",4,"1"
"979","9FDYTP-MVQFT9-FDSKYP",3,"1"
"980","PR5GVH-95NFMS-FT1N6U",2,"0"
"981","8PH1Q2-20MGJF-Z8ICRQ",5,"1"
"982","XK9EUS-H71QSM-ATXIDN",3,"1"
"983","HMUJLP-78HAP3-Q8NJBE",4,"1"
"984","EUNQVW-35CBL0-4GKJMR",5,"1"
"985","YIULV3-OJN9U5-SWDXJK",2,"0"
"986","O9VR8B-V93ZYH-AV7JID",3,"1"
"987","A7VZ1E-416DSW-WTEQL5",5,"1"
"988","JNMTGS-8GX96R-D496P0",3,"1"
"989","3ZWENC-MOJ7WN-J30AOZ",5,"1"
"990","GTBZ6I-SDT0H2-QJCZ4K",4,"1"
"991","VHLXN1-2OH19T-4FWSGZ",3,"1"
"992","O8ICRV-4VCS8H-IJFAKQ",3,"1"
"993","Q7AYHB-RXMFKI-SCDFMG",3,"1"
"994","OXYA06-3IDE6L-T0LDKZ",3,"1"
"995","VL9GUO-CBESZK-P2MDOG",5,"1"
"996","0SK4TU-X514TV-KA4BG5",3,"1"
"997","Z9YH5I-TSHU5D-7HPLDR",4,"1"
"998","NO1PM0-8KOEM9-YHPEWL",2,"0"
"999","NZJDG2-XC68ZP-U6D5WA",3,"1"
"1000","ABHO2Z-MV6LQJ-FYCZ58",4,"1"
"1001","O0BD5C-G5FHJ7-KLR3SC",2,"0"
"1002","2ZPMGV-FZRSE9-N0DE3R",4,"1"
"1003","8DPX3L-3NYRD5-E9P04A",3,"1"
"1004","9IFVGU-HLRUV0-QA9R1Z",2,"1"
"1005","YBU62T-6GIQVH-RUYXIN",3,"0"
"1006","PQF7V9-AMTRFG-9T52OZ",2,"0"
"1007","YNXBQH-3VYFNC-MXUAD5",2,"0"
"1008","XTDFVP-16JRZU-S1A7TP",3,"1"
"1009","FSDYXG-QLKM87-FIOUN6",3,"1"
"1010","1C65WO-VU8SQ4-Y10BRT",4,"1"
"1011","QLV8Y5-VOKUDG-2NFQEC",2,"1"
"1012","21QCFA-EXJFZK-PN9GET",2,"0"
"1013","BUE15G-6YKXDP-Q62WPL",2,"1"
"1014","DHM90X-FXMVJQ-GVD7LP",3,"1"
"1015","RXU5CG-QKW9J7-S4O21T",3,"1"
"1016","DOXAIJ-PC5TOD-3S6DPV",4,"1"
"1017","HYX6CN-PVAUIY-VDG3OK",3,"1"
"1018","7BTDLF-86F1SP-2ZBQIN",3,"1"
"1019","NJQ5A1-V23ZGB-0GI79A",5,"1"
"1020","QKWEC0-TRIKB4-VH2L4R",3,"1"
"1021","MNL27U-R278Y0-Q5MX9U",2,"1"
"1022","GPHIAJ-AESIGV-HQI6GW",3,"1"
"1023","RN0QT5-P36Y1K-TDJ4G9",3,"0"
"1024","B5IT42-6TY9QH-7ON0KV",5,"1"
"1025","BU0H4D-7IF0ME-08LZT6",3,"1"
"1026","M0TR1G-ZU4CVH-3QY49X",5,"1"
"1027","WVD18B-AP90VB-8LIHQ0",4,"1"
"1028","EJSNL9-T7PYKI-6ZH9ED",3,"1"
"1029","SXZO9M-GJX46Y-9NFI5O",4,"1"
"1030","JT6YRN-RCALQM-XP3HUZ",4,"1"
"1031","TCNF2J-QJ3CT1-UH4OGE",5,"1"
"1032","50JRPW-7GZIFL-ZATD3P",4,"1"
"1033","UR6GXJ-DOTREF-XN2ZLM",3,"1"
"1034","RW9SLN-S2H9GR-96ZEVO",2,"0"
"1035","OR9IKN-IPKSV1-CLGTHU",3,"1"
"1036","OITR4L-YMJK6F-WFIY40",3,"0"
"1037","JIESQK-WGNIC0-3UGJBI",5,"1"
"1038","DVEC1Q-DRM498-PJMADH",4,"1"
"1039","SGDIF0-VSAK3T-DSGZFJ",2,"0"
"1040","Q6BM0V-NSMFGU-VK95C8",3,"0"
"1041","U65SMG-FDQ1PM-0O6KX7",2,"0"
"1042","JQ8O29-HKLW6C-KYD72F",5,"1"
"1043","42QLNI-4FZBKE-ZVDIGW",4,"1"
"1044","JIR82X-3M8NU5-THLSXB",2,"0"
"1045","KXJA69-QWF6HC-N73X0V",2,"0"
"1046","U3OMWP-DAM1NW-JCKY3Q",5,"1"
"1047","FU3WEY-TKVPQ9-YW5DC3",2,"0"
"1048","C60A38-3YG450-A2D6P1",3,"1"
"1049","2TN7BH-NAGIBL-UG2FEQ",3,"1"
"1050","6FOGL3-6TIQS1-V7ABRK",3,"1"
"1051","IO9DYG-2BPDLT-1XLDZE",3,"1"
"1052","EW3RVF-01VALK-WTHPAU",4,"1"
"1053","SDY2U7-PHN7V4-983BOQ",3,"0"
"1054","E0HOZW-NIWXLF-EMXN7P",2,"0"
"1055","VUGMBX-NK63RF-PD07XR",3,"1"
"1056","QNG04V-Y8CU5V-CBIHFT",4,"1"
"1057","HNKRVI-R6EK4A-LEJMAK",5,"1"
"1058","LZF84Q-MXUBDE-AWGJZN",3,"1"
"1059","X4QWRH-HW1NYK-2FM0KW",5,"1"
"1060","KUZOBD-0O2IXJ-90741W",3,"1"
"1061","2PY8MC-A6021E-EHLCS7",3,"1"
"1062","NXIKPM-LMQ1ZC-AK5UTX",2,"0"
"1063","AFYTCM-29AKSE-AS3HQK",5,"1"
"1064","XNRHBT-6IY04K-E1BF2V",3,"1"
"1065","BVDNSI-4HPUTD-EYQ35F",3,"1"
"1066","O7L5H1-KHWAZ8-TASU40",3,"1"
"1067","CBPJRF-ROA385-82Z0JS",3,"1"
"1068","Q3LXG5-GZL3PJ-C6FTQ5",3,"0"
"1069","HLTNV0-ZN7O8J-0YACZX",3,"1"
"1070","U4ZNJL-7I26EM-FRJ8BV",3,"0"
"1071","T13XCI-DLIWVY-DRH3PI",4,"1"
"1072","MV3AOY-42SXJW-N4DWTY",4,"1"
"1073","K5QDNA-6B5RWS-RU5HZX",3,"1"
"1074","YOJC5I-FJMREU-FND2IO",3,"1"
"1075","5UFS2W-WX4U3Z-PATO6R",3,"1"
"1076","0FHALV-NR142F-R28M9C",3,"1"
"1077","ACPB90-EGMURO-IOTAYW",3,"1"
"1078","WZHFVL-WPZ17E-IHT5BD",3,"1"
"1079","RI2QVP-L895OB-BRIZ9A",3,"1"
"1080","14OIA6-U67PZV-RB64D8",4,"1"
"1081","P8LRQ0-GCNFLH-NAG36T",4,"1"
"1082","YTN9EL-JEDLQ1-HTXFJP",4,"1"
"1083","YZTBO4-E6WQR9-CLTI3O",3,"1"
"1084","1ITCOP-PDE61N-RKQP3H",4,"1"
"1085","2JPGA9-WRX8BP-EMGSK3",3,"1"
"1086","V6GIFP-SJZITY-NH5RPC",3,"1"
"1087","93X40R-ZQMK59-QJ3497",3,"1"
"1088","U1NZ9B-TSZXGV-QFCH9W",2,"0"
"1089","EJDHRL-1CGPEX-NXIYQT",4,"1"
"1090","BXYAPO-3PA21Z-2PVXUN",3,"1"
"1091","F2CQJ8-XIC4TW-17GRCU",3,"1"
"1092","37R6J5-0GAXOI-9CY52P",3,"1"
"1093","2GHFCM-CRG59M-NIZ3TC",4,"1"
"1094","0TL7JW-JD64XS-OSN4CA",4,"1"
"1095","W9LXIS-E41YR3-TDUYE7",4,"1"
"1096","KZUJ6Y-70OQFK-D5RCOA",5,"1"
"1097","A0WNYG-XFYQ8U-QUFJ4B",3,"0"
"1098","DTG3RW-NYI5ZF-QSX2AF",4,"1"
"1099","L16KCO-BDH0VI-ITRLKS",3,"1"
"1100","N8WOPF-984SG1-62E40R",4,"1"
"1101","0EI92K-3EP7OM-TC05ZP",2,"0"
"1102","M1HVSY-HDEVQ4-VRN1A5",4,"1"
"1103","VN3QWP-MSAWUD-5URGQL",3,"1"
"1104","FDLQS5-B98ONC-Z1IPWS",2,"0"
"1105","FSV6XB-DBHVUM-PTAYK3",3,"1"
"1106","7IRDJM-GJDVIC-0BHAV1",4,"1"
"1107","2E9NG4-0Y56QO-K1JSHX",4,"1"
"1108","8N3GHS-1T8F5G-J28CQ9",4,"1"
"1109","BIJSCK-DYBGVS-Q67EUC",5,"1"
"1110","E1WCUB-LF8NTW-4SZV9F",3,"1"
"1111","9GHQLD-IECFAU-EPOTNV",5,"1"
"1112","BUE96T-MWNR6J-D4GZ7R",4,"1"
"1113","NEJ9HT-VMFYOW-9LVZUF",3,"1"
"1114","I0KCVU-IUB48A-ND6L0W",2,"0"
"1115","VXAJID-QANORL-PGR65K",3,"0"
"1116","P37FAB-034RY7-KGNYTZ",4,"1"
"1117","OFT98V-UQT0XR-B3FAO7",4,"1"
"1118","4MFL0T-SQRTZ1-CSNLK0",2,"1"
"1119","H1KME7-7J0V8S-K0Y976",5,"1"
"1120","K9NQHC-JQYF14-0UHG5S",5,"1"
"1121","TJF7NO-ZEF5BW-QGVEP8",4,"1"
"1122","KOJRED-QWDLRE-C0Q495",2,"0"
"1123","HIW4FP-2Q5VYT-LOVU8P",5,"1"
"1124","0C49WZ-GLFUM8-6IG1SF",3,"1"
"1125","MSARXY-YGATU4-FMAO1B",4,"1"
"1126","982FHB-Z548AI-HGBDYU",3,"1"
"1127","XD7VYJ-ROX167-SYA2PI",2,"0"
"1128","WX4NKL-L6TENS-JQBIKE",4,"1"
"1129","I5WMGQ-CT9EHD-ZICMDB",5,"1"
"1130","SNQM1I-8M3SNZ-XA2M1L",2,"0"
"1131","6SGVUQ-YNTPX7-OCDBJP",2,"0"
"1132","F6RD23-GWT8RE-REBUX3",2,"1"
"1133","XYHQM1-SKCP2Z-ZXOIHT",3,"0"
"1134","SIJQMR-JNAKIY-CI86S5",3,"1"
"1135","52QCRF-CJVLZU-70HGMZ",3,"1"
"1136","371KGX-MR8JD6-2H7LC8",2,"0"
"1137","FPEKSA-9P5FJ2-V3GR0Z",4,"1"
"1138","MIR4ZN-HXLKG8-790LSP",4,"1"
"1139","U6DA0N-A2MSOC-5DNZUR",3,"1"
"1140","RJ37S2-M96ED8-6391MW",3,"0"
"1141","F3CDBP-MAXSFJ-FIEN6J",3,"0"
"1142","VOD5JB-ROWMKT-QP7S5R",2,"0"
"1143","K5GJDN-WEOPDY-85C12V",2,"0"
"1144","6P5W32-0QOMS2-7FN6QX",2,"0"
"1145","9ZGM7S-F5NET6-MTSK6D",3,"0"
"1146","428Y0K-YB19TG-6SLWOF",3,"1"
"1147","R9QEG2-LIWOEP-H9DPKI",4,"1"
"1148","47QCXT-E0C9XJ-H8GSNU",2,"0"
"1149","VG9C3W-08WJE7-2BCYTJ",2,"0"
"1150","H274MA-USFLV1-0AYP3R",3,"1"
"1151","FZEXWH-PX2HGD-PCOQ7U",2,"0"
"1152","CDLV6N-E14X9U-4IEMDO",3,"1"
"1153","LVUHF6-3J2B5X-VJ9YRW",3,"0"
"1154","AGWPLM-QW8PY4-I1D29B",4,"1"
"1155","WIOJCD-XCG48T-2C5F9Q",3,"1"
"1156","Q4VA2L-O40N5E-KZ5RE2",3,"1"
"1157","0CEVTA-HNV7XJ-U31TYN",2,"0"
"1158","4USY5H-T0OL3H-K28EZT",3,"1"
"1159","JYIVOM-DZ714N-LSYNKE",5,"1"
"1160","BGQJ9A-N71WBR-4IKFJL",4,"1"
"1161","AWVN2J-BD8PR3-9LNE2S",4,"1"
"1162","JTUO8F-3NKQX5-X1AJZB",2,"0"
"1163","KQ1S9X-4JZOWP-TN5VJ4",2,"0"
"1164","GNR1K2-KU92MA-5D3UYS",4,"1"
"1165","DYEA3V-M6NASH-YRBUXC",2,"1"
"1166","WOC8YJ-9F3JDS-U9YMQB",4,"1"
"1167","DXBJE0-FW4QHN-NLHME1",2,"0"
"1168","M8XJBF-L1CBYR-5KV78C",5,"1"
"1169","7LXM4E-1CFA6X-VDHJ4C",2,"0"
"1170","2MU5CK-NP05DA-HV27I4",3,"1"
"1171","DW98OA-EO1Z2N-82ACPV",2,"0"
"1172","BJAXK5-ZCJHUA-5CUH91",2,"0"
"1173","BFTJ6K-SJY82D-6V39T1",2,"0"
"1174","HE2FWM-TGCKH3-X61FA4",3,"1"
"1175","MI7045-HUQ2NB-FKQ7UR",4,"1"
"1176","JHWC2Y-SY5OJK-AP49TW",4,"1"
"1177","UPF5DT-EBL6IQ-N8U371",3,"1"
"1178","IH13YA-V5OM0Z-YT471S",4,"1"
"1179","EX4GPQ-86QG4I-LOQ89M",2,"1"
"1180","A45B7X-CQYPB9-TAIW1J",3,"1"
"1181","PKMOJC-GVQC37-SD8QG0",3,"1"
"1182","SC78H0-ORK4F6-0NBLJ9",4,"1"
"1183","IQTM0A-ATSDB7-UWHP8C",2,"1"
"1184","4E96SM-QNEFU9-N9JAO5",3,"1"
"1185","5Z60LY-F0I7M5-CNTW25",3,"1"
"1186","FSRAZ6-LDB4T3-OQF0H5",3,"1"
"1187","N7SLJ1-Y428IN-MOJXCT",5,"1"
"1188","N0YVC2-G652DE-38D41X",4,"1"
"1189","FW5DGI-U1P8IA-6G7U42",4,"1"
"1190","JXLB0E-8GWAFJ-8UFERO",2,"1"
"1191","NLYBUF-5WYEIC-UQ64G8",2,"0"
"1192","4WEL21-V8NBIF-HG8C9O",3,"1"
"1193","R3PVJ1-8N1M0J-BJXT34",2,"1"
"1194","8XDYRA-BDJQ5U-0IJYWS",2,"0"
"1195","0XK8IS-RHSE8K-NZCM2F",2,"1"
"1196","LVDTO9-FBGT1P-NLE9M1",4,"1"
"1197","RT3YIN-TKB23W-CZVOGD",3,"1"
"1198","KGVOLP-IX3KRP-ASKM0Y",4,"1"
"1199","F0GKWB-MP2LXS-QU1ZKW",3,"1"
"1200","AIC6Q1-CGXRMZ-WGPK5B",2,"0"
"1201","ZCPEK3-H1A0QT-YGH93I",4,"1"
"1202","AYLWK6-NGCEVS-VBJLG2",3,"1"
"1203","TO6ILP-PCDVEF-VK8GEM",3,"1"
"1204","097KCQ-2O90EG-W6F2OR",2,"1"
"1205","JTAWXP-GIO14K-ANPCO8",3,"1"
"1206","6WGI4K-QHA39F-F2JG47",4,"1"
"1207","ZWNHGU-IJW7VR-TQ674A",5,"1"
"1208","B3KG8T-1830I7-D2YI70",3,"1"
"1209","892MDJ-B96UMS-K61SBJ",2,"0"
"1210","917B6Y-U1RIDQ-24J3FA",3,"0"
"1211","978DCN-8CHYAB-X1QOCB",3,"1"
"1212","DR2V4O-XJEINP-P7HZ3W",2,"1"
"1213","JDNG63-YQ273S-J8QSOU",4,"1"
"1214","QBX4IF-5GHBXM-QX40W8",3,"1"
"1215","QX4KLR-D0LVQ9-U2GDRE",2,"1"
"1216","KX1WIT-E2CSGW-CPZTBA",4,"1"
"1217","NC7W2Y-TQDE03-Y29FWS",4,"1"
"1218","E6VMXW-T8AUVM-3JXVOR",3,"1"
"1219","8P1RUV-U5XQVZ-ODC2YN",4,"1"
"1220","AVZD0W-L3B4PH-0Q2L4E",2,"0"
"1221","X7EGBP-QBH2CK-83T6UR",4,"1"
"1222","7D5EPF-SGJLV1-3915VJ",4,"1"
"1223","UDHTM3-YWQONV-KZ40DQ",3,"1"
"1224","876R1J-KTHORS-VLI7FC",5,"1"
"1225","6EH7VO-YEGC3L-EN471X",3,"0"
"1226","4OCZV0-CB8ZQF-WQICGX",5,"1"
"1227","RM57H1-LYKNAM-G7S2HJ",5,"1"
"1228","B9GKOC-WRIGD0-ABQXEY",2,"0"
"1229","EAMCBL-SYEZ9K-2Q4RC5",3,"1"
"1230","6GBA8Y-R4SKMO-H5OQD2",3,"1"
"1231","59DPS2-W4Q26L-KJOTX4",3,"1"
"1232","2DW7Q0-ZRGYFA-NXUIT4",2,"1"
"1233","GPV1Q6-XQ3ZU2-LFG7JE",4,"1"
"1234","0PFRHO-T59GQA-96INWF",3,"1"
"1235","ZTLCJ3-9UZNGA-8MC69R",3,"1"
"1236","8MZ5F7-1BEWY2-W3HY7J",4,"1"
"1237","B2FXZL-2JE6WR-D87AWB",5,"1"
"1238","7N8YRB-8GY91U-2SNTMQ",3,"1"
"1239","0DN4GX-F0238N-WOXEKI",2,"0"
"1240","02FIXY-5YTZS3-76HNMQ",2,"1"
"1241","6UJ59K-VSZLR0-IV2RLJ",3,"1"
"1242","QS1WF2-RUOF9V-OIFSYU",5,"1"
"1243","IEXROK-PEZVO6-1ACLS8",2,"0"
"1244","O59ZT4-ISVYHC-SCA1WN",4,"1"
"1245","CPHTV2-9T0DL2-UG3C48",2,"0"
"1246","SUKF0W-QEM7FX-GOXIWA",3,"1"
"1247","L9ZSYE-0PEJ8K-Y54KUE",2,"0"
"1248","XASRJI-EBJD7G-NLABVG",2,"0"
"1249","GP80UO-EFJDN3-1JOFIT",3,"1"
"1250","5YS8HC-E48ZK2-G6CV1Z",3,"0"
"1251","6OEL18-ZMX8L4-6XH2TA",4,"1"
"1252","FIV826-PIDFM9-GVD0CU",4,"1"
"1253","AUS6W1-VGJFAU-CJ5429",2,"0"
"1254","Y76TLN-XI4CNQ-Y3OBPS",2,"0"
"1255","AUQBE8-UQHZWM-WIUGAR",3,"1"
"1256","SP6WN4-D1CUE3-API7UC",3,"1"
"1257","MTQ6LI-TS47JW-Q9GMLZ",3,"1"
"1258","TE1JZL-LXKDIC-ELOJYQ",2,"0"
"1259","AKH68M-Y3WNVC-VTUQ1P",2,"0"
"1260","EZTIO1-CMG2YK-59ZMDS",3,"1"
"1261","ZOEDX8-48PB7A-40O59L",3,"1"
"1262","GSIMZU-7N1L3X-KHBFLP",5,"1"
"1263","B3SZHV-EDTFQL-9YLNTW",3,"1"
"1264","4XKZPD-Z4UWVN-418CUD",2,"0"
"1265","DZPXYC-6PQYKW-SD7FZ9",4,"1"
"1266","2Y5J6O-XVHD3C-HLO8FM",3,"1"
"1267","7VME0A-GU2AQV-M792I4",3,"1"
"1268","LJ7KX4-BJTN5G-YND50A",3,"1"
"1269","EPLITW-HYBFDI-ZO3U0S",3,"1"
"1270","SVY0XF-UPQL6E-7Y6MGH",4,"1"
"1271","NYFW6Z-UJ3R8L-6GDLNT",4,"1"
"1272","QPE5FJ-0UP6BV-F7GL4Q",5,"0"
"1273","X49HI7-C7JVYU-YPVEZU",3,"1"
"1274","CM6975-0ASX7J-RKP8JD",3,"1"
"1275","9YMFPI-XC3YD8-7OPXS9",2,"0"
"1276","5L4Q3F-14DPIS-P01MT3",3,"0"
"1277","T7XJCB-5YMUHN-OEBD2V",3,"1"
"1278","D01GXO-OZNXHR-W2M3ES",2,"0"
"1279","6JCIZN-2P6FJA-1JH20A",4,"1"
"1280","Z1JPH7-ZYPIT0-2VEYSI",3,"1"
"1281","4YCP7O-U2DCXJ-PQKE2Y",3,"1"
"1282","9RJ3XB-WB6OGU-U7NZYA",3,"1"
"1283","7B9RD5-GLMO5Y-MHJKDA",2,"1"
"1284","OYE0PN-Y8D21H-YPQ21M",3,"0"
"1285","IPFCLO-XVEG51-BU3A4J",2,"0"
"1286","ZYNBRC-XUQRFL-P6X5AS",2,"0"
"1287","7Y31M8-THJ95C-I9P24Y",5,"1"
"1288","GXRQU6-F3MPD8-MHGJZ4",4,"1"
"1289","I0YKXT-C1BMU0-HGILVE",4,"1"
"1290","P63SR4-DHKBGC-W7V825",5,"1"
"1291","XN9WP7-ETJFV4-JR5NEQ",4,"1"
"1292","AKD8IJ-XA3F2N-OHR0UL",5,"1"
"1293","NWR0KY-1V97YM-DFKHW1",5,"1"
"1294","ICF7E4-TVKLUS-X98EBN",3,"1"
"1295","324CSG-ISGYR1-O93PES",2,"0"
"1296","E24MW8-Y71RK8-I6KFDG",2,"0"
"1297","GLH5ER-7H0YDA-6PMF8N",2,"0"
"1298","2YU9P7-2UVWIC-DT2OUI",4,"1"
"1299","3HBLON-S926UG-5J2DVP",5,"1"
"1300","V34NX6-9INW1C-LCRFIQ",4,"1"
"1301","VDLYNJ-C2TG6K-7BSDWZ",2,"0"
"1302","WIOGH2-A1SHG3-2WVXSJ",3,"1"
"1303","H457ZD-CVG81B-ZIPNLU",2,"0"
"1304","IDST0P-C2VPYZ-P76GIQ",2,"0"
"1305","34O8QK-K7ESYV-6G0OZ7",2,"0"
"1306","LFCJ0T-320HGO-QVIMSB",3,"1"
"1307","Z2KM1C-QDGOJS-YL1OSR",4,"1"
"1308","D35E0R-IPM5BU-KIS9OM",2,"0"
"1309","2598LX-M9PYFB-1YBV9J",2,"0"
"1310","XTP36Z-KC0GNQ-YHMACL",4,"1"
"1311","LFYMUJ-7T1JCZ-OPTKI6",5,"1"
"1312","KCN92W-S3YBH5-WLSRYP",3,"1"
"1313","YJXI2M-W0LUZQ-N4E7VB",4,"1"
"1314","CJBDME-8J26ZL-TJRUK0",3,"0"
"1315","UX1L84-9MV43A-PGJA94",4,"1"
"1316","1H7UW6-H5GYEI-IVKM8F",2,"0"
"1317","QU2FK7-V9UKAS-HWGYIF",2,"1"
"1318","9K3JXM-QR9HI2-9M0B6W",2,"0"
"1319","6L0INV-CG23HQ-51WFN4",4,"1"
"1320","VPXAK1-C8JSLY-MWNHYZ",3,"1"
"1321","U3O4VT-251ATY-UMO3C1",4,"1"
"1322","NF2JIA-7KXVYG-AW93I8",2,"0"
"1323","JQS5KN-WYM7TA-MBHUSN",3,"1"
"1324","DC1IUY-A17FNH-A7WIQD",2,"0"
"1325","JGBH3Y-NLKQAI-0NZV2L",5,"1"
"1326","BCLHG1-NB1RCD-9M1H0B",3,"1"
"1327","3DMJFT-PCKW3G-JHT0I3",3,"1"
"1328","9OIQMB-CXPBSE-M7JXCW",3,"1"
"1329","DAWEYB-UYQGBT-EOTRD1",4,"1"
"1330","1OGIF4-N1B7SZ-AX5RYZ",3,"1"
"1331","GXI4V7-WYGTVN-80BQ4C",4,"1"
"1332","7BCNJ0-QBREJX-WAHIBX",3,"1"
"1333","2GFK46-RTQ9CY-ZBDT8X",3,"1"
"1334","PAJWK5-6JIUEA-M5L20U",2,"0"
"1335","D6I45Q-HO7ZEV-H4ARIK",2,"0"
"1336","IM1UZN-UEKML2-WIF9BA",3,"1"
"1337","8R7IX1-1LBUW9-XHIAQ9",5,"1"
"1338","Y9MO71-4Y81LW-RAWEH7",4,"1"
"1339","V3FZS0-1F8Q4T-GT0FX1",4,"1"
"1340","PA9WZH-BPK6LR-7M0ZPQ",3,"1"
"1341","P0Q4FO-VCQYTB-M5TVIH",4,"1"
"1342","KM2Y45-VSR1MY-L298EZ",2,"1"
"1343","CTZHEX-ZJWMQT-IZ1RGQ",4,"1"
"1344","IVXCUH-JOI1B7-CDJK9M",3,"1"
"1345","FVZPWC-GSWXF9-UFELN5",3,"1"
"1346","I9Y6CX-IRUPKB-T3AYCI",4,"1"
"1347","PZ4AWJ-NLBPE1-AHXYN4",3,"1"
"1348","BICDUL-OP3GH6-H70OQP",5,"1"
"1349","8D2KFW-UD5ZLV-ADZGBQ",4,"1"
"1350","FBIZLC-Z9GSQ3-Z5YE6W",2,"0"
"1351","1KHS4E-XJ09EQ-K786CH",4,"1"
"1352","ZMRL6U-MP73LN-N9ZRS1",3,"1"
"1353","GJHZ93-6JRIMQ-JAY7WO",3,"0"
"1354","74CJO1-NZ5TAM-RVWKNF",4,"1"
"1355","7HTCMI-IQMFKL-PL4QUW",4,"1"
"1356","D9TKFW-BYECZG-NWK9C0",2,"1"
"1357","RG0Q9P-6FMLCW-H6WF71",2,"0"
"1358","172HS4-F3QBVS-EABVJI",3,"1"
"1359","SVET60-93AR4X-SR8UW1",2,"0"
"1360","4ZU9S7-ILPADO-0PFW9B",3,"1"
"1361","8VP572-W3DSLE-6GL0F5",3,"1"
"1362","0R7V16-J6Q4D8-BK5ZM1",5,"1"
"1363","U2VN1M-KSG78R-HIQ37J",4,"1"
"1364","81D42P-LN7GCU-ZNREVP",2,"0"
"1365","TKPNXO-YHAX6E-HJQXM9",3,"1"
"1366","XYNQ5C-LYCEDK-B9MFYW",5,"1"
"1367","R2BWFS-AB1XTH-5KSCQX",2,"0"
"1368","47URLG-6SP7W5-OTGIAB",3,"1"
"1369","WM6SOF-1OJ0NA-5FA2V0",3,"1"
"1370","JWQOXC-0CR723-S2EJLY",4,"1"
"1371","EAT5JP-4L9N8B-FCWRZH",3,"1"
"1372","TLFNU0-ZIYMAX-J6LHCS",4,"1"
"1373","WEMNZ8-T3YXHV-TES210",2,"0"
"1374","8BX3HF-7DJRUL-KRM3TD",3,"1"
"1375","1RGANP-K2AGXY-5ZCQ29",2,"0"
"1376","FCRDL0-FH49TN-MK641V",3,"1"
"1377","4HMKSD-2EZ7IO-0DQ473",3,"0"
"1378","47YVGI-NUM7SQ-SCRX56",4,"1"
"1379","4IUA1L-24MXGC-SATN8W",4,"1"
"1380","P89TY1-A7U163-M9S7DU",3,"1"
"1381","RP8DIL-1TZJRS-0LVUAX",3,"1"
"1382","PM5ZL6-GR3QVK-CHW6VO",4,"1"
"1383","AO8ZDG-X8VNGL-40WYB2",4,"1"
"1384","ZWD6EJ-YPGECN-U9HXCN",4,"1"
"1385","LAF043-PKS2R5-HR14ND",3,"1"
"1386","FB0GN7-OIUK0M-XDHYG6",1,"0"
"1387","WLG02V-2ELMV0-HYDWBJ",4,"1"
"1388","Z806V4-TIEHU6-L6P9FZ",3,"1"
"1389","RECM9X-1JPEKL-QTB4VD",3,"1"
"1390","DM18ZR-OYKHNB-0XRC1P",5,"1"
"1391","JDH9BL-7KV49H-CYDX95",3,"1"
"1392","ANKI07-ZJM97G-602G19",4,"1"
"1393","PG0V1Y-0W2V6M-BV2W8U",4,"1"
"1394","XYFWKV-EV38PU-J8OF6P",2,"0"
"1395","LPWAQC-A6I31F-VGYO9I",3,"1"
"1396","VWG80N-DPLMBN-OLU4Z5",2,"0"
"1397","XQBK69-UJ3C61-PTFCB5",3,"1"
"1398","7GRM2B-XKR1V0-8DSNP3",3,"1"
"1399","R9WFPJ-LHNQEB-AVL4CF",4,"1"
"1400","79UXYO-RKMQLB-FKL45M",2,"0"
"1401","K8CR1G-PUV034-A3JEBH",4,"1"
